hotelSequence;hotelName;destinationCode;averageRoom;averageFacilities;averageClean;averageFood;averagePersonal;averageCheckin;averageQuality;travelmodePleasure;travelmodeFriends;travelmodeBusiness;companionAlone;companionPartner;companionFamily;companionFriends;companionColleagues;recomendationIndividuals;recomendationCouples;recomendationFamilies;recomendationGroups;recomendationBusiness;numberReviews;mailsEnviados;mediumValue
169.159;Avenida;EAS;4;5;5;5;5;0;5;3;0;0;0;2;0;1;0;3;3;3;3;0;3;21;4
176.570;Wellness- & Spa Hotel Ermitage;SWS;5;5;5;5;5;0;5;2;0;0;0;2;0;0;0;2;2;0;0;1;2;2;5
17.657;Classical Athens Imperial;ATH;5;5;5;4;4;5;4;1;0;0;0;1;0;0;0;0;1;1;1;0;1;12;5
136.255;Hilton Palm Springs;PSP;4;4;4;4;4;0;4;4;0;0;0;2;2;0;0;3;3;2;2;3;4;12;4
133.445;Palm Royale Cairns;CNS;5;4;5;0;5;0;5;1;0;0;0;1;0;0;0;0;1;1;0;1;1;13;5
66.059;The Superclubs Breezes Varadero All Inclusive;VRA;3;4;4;4;4;0;3;2;0;0;0;2;0;0;0;1;2;1;1;0;2;16;4
53.598;Agla;RHO;4;4;4;3;4;0;4;6;0;0;0;4;2;0;0;5;4;3;2;2;6;20;4
94.297;Oasis Talavera;TOL;4;4;4;4;4;5;4;12;4;2;1;14;3;0;0;12;17;9;10;7;18;103;4
102.405;Fiesta Rancho Casino Hotel;LVS;3;3;3;0;3;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;13;3
98.376;Adamar;IST;4;4;5;4;4;0;4;3;0;0;0;3;0;0;0;1;2;2;0;0;3;4;4
50.577;Wailea Beach Marriott Resort & Spa;MAU;4;4;5;3;4;0;3;4;0;0;1;1;1;1;0;2;3;3;2;0;4;34;4
217.985;Easyhotel London Luton;LON;3;2;5;1;5;0;3;2;0;0;1;0;1;0;0;2;2;2;2;0;2;21;3
102.960;Pousada de Torreira / Murtosa - Ria de Aveiro;CEN;3;3;3;3;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;4;3
8.613;Hotetur Hotel Belsana;PMI;4;3;3;2;3;3;4;8;0;0;0;2;3;3;0;3;5;3;4;1;8;43;3
58.258;Astir Thira;SAT;4;2;5;2;3;4;4;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;3
21.038;Aqua Fantasy Aquapark Hotel&Spa;ADB;5;5;5;5;5;0;5;1;1;0;0;0;2;0;0;0;1;2;0;0;2;12;5
78.336;Metropark Causeway Bay Hong Kong;HKG;5;5;5;4;5;5;5;10;1;0;2;9;0;0;0;9;11;6;3;7;11;43;5
63.409;Mercure Coralia Cuatro Palmas All Inclusive;VRA;3;4;4;3;3;5;3;27;2;0;0;17;8;4;0;17;21;24;19;1;29;130;3
181.656;Idyros Hotel;KEM;5;5;5;5;5;0;5;1;1;0;1;0;0;1;0;2;1;1;1;1;2;3;5
41.013;San Pietro Rooms;ROE;4;4;4;4;4;4;4;14;0;0;0;9;2;3;0;9;9;5;4;2;14;45;4
15.966;Hyatt Regency Warsaw;WAW;5;5;5;5;4;0;5;3;0;1;1;2;0;1;0;2;3;0;0;3;4;31;5
2.629;Valentin Star;MAH;4;4;4;4;5;4;4;10;0;0;0;9;1;0;0;4;9;7;3;0;10;44;4
225.536;ABC Hotel;ALG;5;5;5;0;5;0;5;1;0;0;0;0;0;0;1;1;1;1;1;0;1;2;5
30.656;Holiday Inn Express MǬnchen-Messe;MUC;4;4;4;4;4;0;4;1;0;4;1;2;1;0;1;0;2;0;0;2;5;29;4
5.898;Crowne Plaza Schiphol Amsterdam ;AMS;5;5;5;5;5;5;4;0;0;2;0;0;0;0;1;0;0;1;0;2;2;20;5
3.157;Parador de Trujillo;CRS;4;5;5;4;4;4;4;18;1;0;0;17;2;0;0;10;18;12;10;6;19;57;4
189.631;Ostria Apartments;ATE;4;3;3;0;4;0;4;3;0;0;1;0;0;2;0;2;2;1;1;0;3;4;4
135.079;Club Du Soleil Pas Du Lou;CHX;4;3;4;4;4;0;4;3;0;0;0;1;1;1;0;0;1;2;2;0;3;9;4
172.814;Delfim Douro Hotel;NOR;5;5;5;4;4;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;5
164.075;Casa Del Pilar;GRX;5;4;5;0;5;0;4;3;0;0;0;3;0;0;0;0;2;0;0;0;3;6;5
714;Augusta;PMI;4;4;4;4;5;5;4;19;5;4;4;12;8;4;0;14;18;17;8;4;28;106;4
128.847;Les Terrasses d'Eze;MCM;5;4;5;5;5;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;9;5
102.749;Pearl Manila;MNL;3;3;2;0;5;0;4;1;0;0;0;0;0;1;0;0;0;0;1;0;1;3;3
6.955;Pestana Palm Gardens Ocean Villas;FAO;4;3;5;3;5;5;3;2;0;0;0;0;2;0;0;1;2;2;0;0;2;10;4
198.806;Apart Hotel Bossa Suites;SCL;4;4;2;3;3;0;3;1;0;0;0;0;1;0;0;1;1;1;1;0;1;2;3
84.079;San Trano;NSR;4;4;4;4;4;5;4;2;0;0;0;2;0;0;0;0;1;0;0;0;2;8;4
180.817;ORTY AIRPORT HOTEL;IGL;5;5;5;5;4;0;4;2;0;0;0;1;1;0;0;2;2;2;0;1;2;8;4
120.881;El Palmar;LPA;4;3;4;3;4;0;4;8;0;0;4;2;1;1;0;7;7;6;6;0;8;21;3
188.712;Best View Hotel Bandar Sunway;KUL;4;4;4;1;4;0;3;1;0;0;0;0;1;0;0;1;1;1;1;0;1;8;3
23.426;Muenchnerhof Swiss Quality Hotel;BSL;3;4;4;4;4;4;4;7;0;2;2;4;0;3;0;7;5;2;2;2;9;26;4
122.078;The Dominican;BRU;5;5;5;5;5;5;5;0;0;1;0;1;0;0;0;1;1;0;0;1;1;2;5
184.524;Logues Liscannor Hotel;CLA;4;4;4;3;3;0;3;1;0;0;0;0;1;0;0;1;1;1;1;1;1;9;4
55.674;Sol Ponent;MAH;5;4;4;4;4;5;5;11;0;0;0;8;3;0;0;5;9;8;4;2;11;29;4
94.803;Palazzo Stern;VCE;5;5;5;4;5;5;4;4;1;0;0;4;1;0;0;2;5;1;0;0;5;13;5
110.803;Suisse;NCE;4;4;4;4;5;4;4;2;0;0;0;2;0;0;0;0;2;0;0;0;2;4;4
217.777;Clarion Collection Cromwell Stevenage;ST;5;5;4;0;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;2;5
126.178;Roc Linda;SOUTHMALL;3;3;4;4;4;4;4;48;11;3;5;27;19;10;0;30;37;34;29;11;62;85;4
105.747;Acqualina Resort & Spa on the Beach;MIA;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;5
16.616;Macdonald Highlands Hotel;INV;5;5;5;4;5;4;5;6;0;0;0;5;1;0;0;4;6;6;3;2;6;38;5
77.876;Glaros;SAT;4;4;4;3;4;4;3;2;0;0;0;1;1;0;0;2;1;0;0;0;2;2;3
549;Helios Costa Tropical;CTR;3;4;4;3;3;4;4;6;1;0;1;4;2;0;0;3;4;4;2;0;7;16;3
54.900;NH K?ln City;CGN;4;4;4;4;5;5;4;1;1;1;0;2;0;0;1;1;2;0;1;1;3;44;4
5.490;Clarion Amon Plaza;SJO;4;3;4;4;4;4;3;4;0;0;0;4;0;0;0;1;2;0;0;1;4;6;4
18.113;Civis Castellon Center;CAS;4;4;5;4;4;4;4;17;8;4;3;10;13;1;2;15;19;17;6;13;29;94;4
3.328;Tivoli Sintra;COS;4;4;5;4;5;5;4;5;0;0;0;3;1;1;0;3;4;4;2;3;5;30;4
142.053;Ruza;SPU;4;5;5;0;5;0;4;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;5
139.680;Park & Suites Confort Carquefou;NAN;5;4;4;4;4;0;5;2;0;1;2;1;0;0;0;2;3;2;1;1;3;10;4
7.241;Leonardo Hotel Hamburg-Stillhorn;HAM;4;4;4;4;4;4;4;10;4;3;2;9;2;4;0;9;10;6;7;13;17;66;4
3.743;Intur Azor;CAZ;3;4;4;4;5;5;4;8;0;0;0;5;3;0;0;2;4;4;3;1;8;25;4
81.252;Sheraton Bilbao;BIO;4;4;4;4;4;4;4;22;1;0;0;19;3;0;1;17;20;11;10;14;23;114;4
94.055;Garden House;IST;2;3;5;3;4;4;2;1;0;0;0;1;0;0;0;1;1;1;0;0;1;7;3
15.518;Neon Hotel;ATE;4;4;5;4;4;5;5;3;0;0;0;2;1;0;0;1;3;1;0;0;3;13;4
14.726;The James Royal Palm;MIA;4;4;4;4;4;0;4;18;1;0;0;8;7;4;0;14;17;13;10;3;19;102;4
9.472;The Carlton Tower;LON;4;5;4;5;5;5;5;4;0;0;0;4;0;0;0;4;4;1;1;2;4;40;5
195.876;Bryn Howel Hotel;SNO;5;4;4;5;5;0;4;1;0;0;1;0;0;0;0;1;1;1;1;0;1;8;5
147.260;Cami Real;FR2;4;4;2;0;3;0;5;2;0;0;0;0;1;1;0;0;0;1;1;0;2;2;3
80.772;South Sea Karon Phuket;HKT;4;4;4;3;4;0;4;2;0;0;0;1;0;1;0;1;2;2;0;0;2;9;4
3.666;Messonghi Beach;CFU;3;4;4;3;4;4;5;3;0;0;0;1;0;2;0;3;2;2;2;0;3;14;4
155.988;Hilton Garden Inn Atlanta Airport;ATL;5;5;5;4;3;0;4;1;0;0;0;0;1;0;0;0;1;1;1;1;1;10;4
156.737;Midas Resort;SQS;4;5;5;5;5;0;4;2;0;0;0;1;0;1;0;1;2;1;1;1;2;6;5
82.095;Pinnacle Grand Jomtien Resort & Spa;PYX;3;4;5;5;4;4;4;2;0;0;0;1;0;1;0;0;1;1;1;0;2;2;4
86.965;Metro Hotel Perth;PER;5;5;5;5;5;0;5;0;0;2;2;0;0;0;0;2;1;0;0;1;2;11;5
72.388;Georgetown Inn Washington DC;WAS;5;5;5;4;5;5;4;0;0;1;1;0;0;0;0;1;1;0;0;1;1;4;5
160.777;Marina;HUE;4;3;4;0;5;0;5;1;0;0;0;0;0;0;1;1;1;1;1;0;1;11;4
7.657;Jumeirah Emirates Towers;DXB;5;5;5;5;5;0;5;3;0;0;0;2;1;0;0;3;3;1;1;3;3;28;5
91.236;The Historic Cotton Exchange Hotel;MSY;2;2;3;0;3;0;2;1;0;1;0;1;1;0;0;0;0;0;0;0;2;7;2
138.577;Pierre Vacances Torremolinos;AGP;4;4;3;3;4;0;4;5;2;0;1;3;3;0;0;0;5;3;0;0;7;25;4
54.797;Park Hotel Ciampino;ROE;3;3;3;3;4;4;3;40;1;2;5;20;14;4;0;18;18;13;9;11;43;159;3
15.499;Eri Sun Village;ATE;3;4;3;3;2;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;3
6.863;Tobazo;ARA;4;4;4;4;4;4;4;6;0;0;0;1;3;1;1;3;3;5;2;0;6;19;4
13.769;Mision Guanajuato;GUO;5;4;5;4;5;5;5;5;0;0;1;0;4;0;0;2;4;5;2;1;5;15;5
17.734;Park Plaza Belfast International Airport;BFS;4;4;4;4;4;4;4;11;4;5;8;10;1;1;0;12;9;5;5;11;20;197;4
54.554;Oasis Isla Cristina;LUS;4;4;4;3;4;4;4;14;0;0;0;11;3;0;0;5;11;12;4;1;14;31;4
105.117;The Bantry Bay Luxury Suites;CPT;5;5;5;4;5;0;5;2;0;0;0;1;1;0;0;2;2;1;1;2;2;12;5
142.419;The Crystal;CPT;5;5;5;0;5;0;5;1;0;0;0;1;0;0;0;1;1;0;0;1;1;3;5
113.322;Riad Moullaoud;RAK;4;4;4;4;4;4;4;15;1;0;2;11;2;1;0;9;14;13;10;3;16;51;4
102.057;Brickell Bay Beach Club & Spa / Boutique hotel;AUA;3;3;4;4;4;0;4;4;0;0;1;2;0;1;0;2;3;2;2;0;4;10;3
172.297;Holiday Inn Warsaw Jozefow;WAW;5;5;5;5;5;0;5;0;0;1;0;1;0;0;0;1;0;0;0;0;1;8;5
164.102;Diva;BH1;5;5;5;5;5;0;5;1;0;0;1;0;0;0;0;1;1;1;1;1;1;4;5
164.479;Central Hotel;ATH;3;5;5;3;5;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;1;7;4
174.768;Ambar;BOG;5;4;5;2;4;0;4;3;0;0;0;3;0;0;0;3;3;3;3;0;3;13;4
126.017;Stonefield Estate Villa Resort And Spa;UVF;4;3;4;4;3;0;4;1;0;0;0;0;1;0;0;0;1;1;0;0;1;3;4
7.958;Paradise Village Beach Resort & Spa;PVR;5;5;5;5;4;3;4;4;0;0;0;1;2;1;0;1;2;2;2;0;4;13;4
19.198;Playa Mazatlan;MAZ;4;5;4;4;4;4;5;6;0;0;0;4;2;0;0;3;5;6;5;2;6;34;4
107.816;Comfort Hotel Kiotel Lyon Eurexpo;LYS;4;4;5;5;5;0;5;1;0;0;1;0;0;0;0;1;1;1;1;0;1;1;5
156.828;Centara Hotel Manila;MNL;4;3;5;3;4;0;4;1;0;0;0;1;0;0;0;0;1;0;0;0;1;2;4
1.943;Hesperia Alicante Golf & Spa;ALC;4;4;4;4;4;4;4;14;1;2;4;7;5;1;0;7;14;12;6;8;17;65;4
8.272;HCC Open;BCN;4;4;4;4;4;4;4;18;0;0;1;9;3;5;0;13;14;9;7;8;18;62;4
81.571;President Solitaire;BKK;3;3;5;1;4;5;3;0;0;1;1;0;0;0;0;0;0;0;0;0;1;10;3
94.876;Niu;PMI;4;4;4;4;4;4;4;11;0;0;0;9;1;1;0;8;11;7;0;1;11;44;4
113.456;Antony Palace Hotel;VCE;4;4;5;4;4;0;4;3;0;0;0;1;2;0;0;0;1;1;0;2;3;11;4
72.201;Playa Colibri;SAM;4;3;5;0;5;5;5;1;0;0;0;1;0;0;0;1;1;1;0;0;1;2;5
6.948;Rias Bajas;VGO;4;4;5;4;4;5;4;14;3;0;0;12;4;1;0;8;11;9;8;3;17;55;4
8.139;Zurbaran;SVQ;2;2;3;2;3;4;3;4;1;0;0;2;0;3;0;0;2;0;0;0;5;26;3
52.704;Baumanburi;HKT;4;5;3;3;2;3;5;1;0;0;0;1;0;0;0;1;0;1;1;0;1;13;4
172.650;Hard Rock Hotel Panama Megapolis;PTY;5;5;5;4;4;0;4;9;0;0;1;5;3;0;0;8;8;8;7;6;9;27;5
17.265;Champagne Palace;ROE;3;4;4;3;4;4;3;5;0;0;0;1;3;1;0;3;4;3;3;1;5;17;3
128.780;Kelapa Luxury Villas;AMI;3;2;2;3;3;0;2;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;3
168.927;Cairoli;ROE;4;4;5;4;4;0;4;4;0;0;0;1;2;1;0;3;4;4;3;1;4;7;4
78.339;Newton Inn North Point;HKG;4;4;4;1;4;4;4;6;2;0;4;1;3;0;0;4;4;1;2;1;8;28;4
101.752;Du Pacha;RAK;4;4;4;4;4;4;4;80;1;1;19;41;11;11;0;66;63;41;30;18;82;319;4
96.761;Victoria;CAI;5;5;5;4;5;5;5;2;0;0;0;1;1;0;0;2;2;2;1;1;2;5;5
54.974;Mas Salvi;LLM;5;5;5;5;5;5;5;1;0;0;0;0;1;0;0;0;1;1;0;0;1;2;5
175.066;GLOW Pratunam;BKK;4;4;5;4;4;0;3;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;4
8.701;Kensington Econotels;PMI;2;2;2;2;2;2;3;5;0;0;0;1;1;3;0;2;2;2;2;0;5;16;2
5.894;Radisson SAS Amsterdam;AMS;4;4;4;5;4;4;4;8;0;1;1;7;1;0;0;5;8;6;3;8;9;55;4
148.611;Amadea Resort And Villas Seminyak Bali;BAI;5;5;5;4;5;0;4;3;0;0;0;2;1;0;0;3;2;2;2;1;3;11;5
173.945;Coast International Inn;ANC;4;4;5;0;4;0;4;1;0;0;0;1;0;0;0;1;0;0;0;1;1;9;4
86.004;Arts Hotel (ex.Sullivans Hotel Sydney);SYD;3;4;3;0;5;5;4;1;0;0;0;1;0;0;0;1;1;0;1;0;1;2;4
136.100;Anexo Los Infantes;SDR;4;4;4;4;4;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;3;4
1.361;Alba Seleqtta;LLM;3;4;4;4;3;0;4;2;0;0;0;1;1;0;0;0;0;0;1;0;2;22;3
114.873;Tulip Inn Hannover Messe;HAJ;5;4;2;4;4;4;4;0;0;1;1;0;0;0;0;0;0;0;0;1;1;4;4
66.299;Diana;ZTE;3;3;3;3;4;4;3;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;3
1.581;AC Hotel Avenida America by Marriott;MAD;4;4;4;4;4;4;4;17;8;4;1;21;5;2;0;21;25;14;6;14;29;105;4
15.810;Sao Gabriel;OPO;3;3;3;4;3;4;4;17;0;1;2;6;5;5;0;9;6;6;2;1;18;57;3
6.332;Regina;VIE;3;3;4;4;4;4;4;6;0;0;0;2;2;2;0;4;5;2;1;2;6;24;4
18.052;Kyriad Nice Carros;NCE;3;4;3;4;4;4;4;10;2;2;1;10;2;0;1;6;8;7;2;7;14;69;4
135.178;Ksar Djerba;DJE;3;3;3;3;4;0;3;10;1;1;3;3;5;0;0;10;10;10;10;0;12;28;3
83.376;Eurostars David;PRG;5;4;4;4;4;5;5;34;1;1;1;26;3;6;0;19;31;18;11;12;36;107;4
141.383;Secret Paradise Hotel & Spa ;HLK;4;4;4;3;4;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;2;4
7.573;Jurys Inn London Islington;LON;4;4;5;4;4;4;4;51;12;15;11;26;31;8;2;59;65;54;38;38;78;379;4
28.116;HCC Montsia;SAL;3;4;4;4;4;4;4;10;1;2;0;12;1;0;0;7;9;8;5;4;13;43;4
60.841;Royal Garden Villas;TFS;5;5;5;5;5;5;4;17;0;0;0;14;2;1;0;1;16;7;2;1;17;35;5
1.416;Tres Torres;IBZ;4;3;4;3;4;5;3;3;2;1;2;3;1;0;0;0;2;0;0;0;6;18;3
141.600;El Claustre;MAH;2;2;4;0;4;0;3;1;1;0;0;0;1;1;0;0;0;0;0;0;2;11;3
121.213;WestCord Art Hotel Amsterdam 4*;AMS;4;4;4;4;4;0;4;3;0;0;1;1;0;1;0;3;2;1;2;2;3;14;4
1.969;Girasol;TFS;4;4;4;4;4;4;4;4;0;0;1;1;1;1;0;1;3;4;3;0;4;7;4
191.436;B&B Hotel Milano-Monza;MIL;3;3;5;4;5;0;3;1;0;0;0;1;0;0;0;0;1;1;0;0;1;6;4
2.726;Supermolina Garden;PIR;4;4;5;4;5;5;4;16;1;0;1;6;4;6;0;4;10;13;11;1;17;52;4
15.329;Iberostar Founty Beach;AGA;4;4;4;3;4;3;4;14;0;1;1;3;9;2;0;6;9;11;7;0;15;43;4
104.723;Ramada Plaza Tian Lu Hotel Wuhan;WUH;5;5;5;0;5;0;5;0;0;1;0;0;0;0;1;1;1;1;1;1;1;2;5
88.047;AC Brescia;BSC;5;5;5;4;4;0;5;1;1;0;0;1;1;0;0;1;0;0;1;2;2;17;4
121.477;The Spanish Court Hotel;KTP;5;4;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;0;0;1;1;3;5
152.189;Wyatt;MAY;4;4;5;5;5;0;5;1;0;0;0;0;0;1;0;0;1;0;1;0;1;6;5
172.846;Puma The Carlton Hotel;EDI;3;3;3;4;3;0;2;1;0;0;0;0;1;0;0;0;1;0;0;0;1;26;3
18.336;Bank;EDI;4;4;4;5;5;4;3;3;0;0;0;2;1;0;0;1;2;0;0;1;3;11;4
120.134;Harrington Hall Hotel;DUB;2;3;3;2;3;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;15;2
150.854;Ramada Brussels;BRU;4;4;5;5;4;0;4;3;0;1;0;0;3;0;1;2;2;3;3;1;4;15;4
122.861;Ettington Chase;SUA;4;5;5;0;3;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;2;4
1.324;Don Salva;BEN;4;4;4;3;4;4;5;9;1;0;0;0;0;10;0;4;6;6;8;1;10;64;4
19.036;Iberostar Paraiso Maya All Inclusive;PCM;4;5;5;4;4;0;4;2;0;0;0;0;2;0;0;1;1;2;1;0;2;6;4
132.509;Taj Cape Town;CPT;5;5;5;5;5;0;4;2;1;0;1;1;1;0;0;3;2;2;2;1;3;9;5
1.337;Cap Negret;ALC;4;4;4;3;4;4;4;29;5;2;0;25;11;0;0;9;18;21;12;4;36;131;3
156.991;Residence Baron;BUD;4;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;0;0;1;6;5
104.053;Askin;IST;3;3;3;3;4;4;4;5;2;0;1;5;0;1;0;5;4;3;2;2;7;25;3
5.002;OH Marbella Inn;AGP;2;3;4;3;4;5;3;3;1;0;1;0;2;1;0;2;2;2;2;1;4;17;3
95.378;Villa Toboso;CAN;4;4;4;4;3;0;4;1;0;0;0;1;0;0;0;1;1;0;0;0;1;3;4
69.641;Dusit Thani Bangkok;BKK;4;5;5;5;4;5;4;8;0;0;0;3;3;2;0;8;8;5;4;7;8;69;4
8.087;Artheus Carmelitas:EntradaCasino+Copa+Ba?era Hidro;SLM;4;4;4;4;4;4;4;57;11;5;3;50;16;4;0;26;52;29;17;9;73;251;4
90.407;Colonna Hotel du Golf;NSR;3;4;3;1;4;4;3;1;0;0;0;1;0;0;0;1;1;1;0;0;1;7;3
14.979;Petit Palace Italia-Italy;MAD;4;4;4;4;4;4;4;31;2;1;0;13;18;3;0;14;20;19;8;5;34;125;4
80.241;Metropark Hotel Macau;MFM;4;4;4;4;3;3;4;4;0;0;0;4;0;0;0;2;3;0;0;0;4;22;4
85.158;Melon District Poble Sec;BCN;4;4;4;4;4;4;4;19;2;1;6;10;2;4;0;15;12;2;5;3;22;99;4
160.792;After Hotel Montevideo;MVD;3;3;4;4;4;0;4;0;0;1;1;0;0;0;0;1;0;0;0;1;1;6;4
663;Nautico Ebeso;IBZ;4;3;4;3;3;4;4;24;1;0;1;18;1;5;0;11;20;7;6;3;25;88;4
130.186;O Alambique de Ouro Hotel Resort;CEN;4;4;4;4;4;0;4;3;0;0;0;3;0;0;0;1;2;2;1;0;3;13;4
6.630;Saint George's;LON;4;4;4;3;4;4;4;17;1;0;0;10;3;5;0;11;13;5;5;9;18;79;4
135.140;Crowne Plaza Fort Lauderdale Airport/ Cruise Port;FLL;4;4;4;0;5;4;4;1;0;0;0;1;0;0;0;0;1;0;0;0;1;7;4
484;Club Cala d'Or Gardens;PMI;4;4;4;4;4;4;4;17;0;0;0;6;7;4;0;3;7;14;5;1;17;88;4
44.006;Hampton Inn Center City;PHL;5;5;5;5;5;5;5;2;1;0;0;1;1;1;0;3;2;3;3;3;3;17;5
16.851;Monasterio Aciveiro (Pousadas de Compostela);VGO;4;4;4;4;5;5;5;1;0;0;0;1;0;0;0;1;1;1;1;1;1;2;4
7.288;NH Magdeburg;ZMG;5;5;5;0;5;0;5;0;1;0;0;1;0;0;0;1;1;0;1;1;1;8;5
131.526;Iris Park;DEL;5;4;5;0;4;0;5;1;0;0;0;1;0;0;0;1;1;0;0;1;1;2;5
87.379;Takolaburi Cultural & Spa Resort;TH5;2;2;4;3;2;0;2;1;0;0;0;1;0;0;0;1;1;1;1;0;1;2;3
96.509;Base Sydney;SYD;3;4;3;2;2;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;13;3
211.758;Hotel De La Place Des Alpes;PAR;3;5;4;0;4;0;5;1;0;0;1;0;0;0;0;1;1;1;1;0;1;3;4
78.813;Islane;RAK;3;3;4;4;4;4;4;59;3;1;13;24;15;11;0;41;41;30;26;2;63;213;3
185.901;Borabora the Hotel;LPA;1;2;1;0;3;0;2;1;0;0;0;0;0;1;0;1;1;1;1;0;1;7;2
16.185;Palmer House Hilton;ORD;4;5;4;0;4;0;4;1;0;0;0;1;0;0;0;0;1;1;0;1;1;7;4
89.094;Zahia Marrakech;RAK;3;3;3;3;3;3;3;29;2;5;16;10;6;4;0;20;18;23;13;8;36;160;3
17.372;Melia Alexander Boutique Hotel;PAR;3;2;3;0;4;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;47;3
19.726;Newcastle Metrocentre Marriott;NCL;5;2;4;0;4;4;4;1;0;0;0;1;0;0;0;0;0;1;0;0;1;8;4
16.259;Holiday Inn Leicester;LIC;3;4;3;4;3;1;4;2;1;1;1;1;1;1;0;4;4;4;4;4;4;27;3
135.315;Araca Praia Flat;NAT;5;5;5;4;5;3;5;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;5
95.382;La Canonica di Cortine;SAY;4;4;5;4;4;4;5;2;0;0;0;1;0;1;0;0;2;1;0;0;2;4;4
16.652;Craigmonie Hotel;INV;4;4;4;4;4;3;4;7;1;1;3;6;0;0;0;5;7;6;3;2;9;45;4
195.076;Thon Polar;TRO;4;4;5;5;5;0;3;1;0;0;0;0;1;0;0;0;0;1;0;0;1;2;4
135.899;Holiday Inn Express Puerto Montt;PMC;4;3;4;0;4;0;4;1;0;0;0;1;0;0;0;0;1;1;0;1;1;3;4
78.886;Best Western Phanganburi Resort (f.Phanganburi Res;USM;3;3;3;2;2;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;5;2
81.376;Syuen Hotel Ipoh;IPH;5;4;5;3;5;0;4;1;0;0;0;0;1;0;0;1;1;1;1;0;1;3;4
7.951;Villa Marazul;FAO;5;5;5;0;5;5;5;2;0;0;0;1;0;1;0;0;2;1;1;0;2;6;5
79.510;Aarauerhof Swiss Quality Hotel;ZRH;4;3;4;3;4;4;4;0;2;0;1;0;1;0;0;2;1;1;0;1;2;17;3
65.244;Le Grillon d'Or;RPI;2;2;3;3;2;2;1;2;0;1;1;0;0;2;0;1;1;0;1;0;3;3;2
8.353;Villa Jerez;CAD;4;4;5;4;5;0;4;4;0;0;0;3;0;1;0;0;3;1;1;1;4;7;4
123.904;Queens Hotel Hannover;HAJ;5;5;5;4;5;5;4;0;0;1;1;0;0;0;0;1;0;0;1;1;1;6;5
4.101;Mediterranean Beach;CY;4;5;3;4;4;5;4;3;0;0;0;2;0;1;0;1;1;1;1;1;3;11;3
4.143;Complejo Hotelero Romana Beach;CAZ;4;4;4;4;4;4;4;2;0;0;0;2;0;0;0;0;1;2;0;0;2;7;4
13.069;Moana Surfrider, A Westin Resort & Spa;KAE;4;5;5;5;4;0;4;7;0;0;0;4;2;1;0;5;6;5;3;2;7;48;4
17.207;Royal Saint Germain;PAR;4;5;5;5;5;4;5;6;0;0;2;3;1;0;0;5;6;3;3;1;6;17;5
1.076;Portals Palace;PMI;4;4;4;3;4;4;4;4;1;0;0;4;0;1;0;4;4;3;2;1;5;24;4
17.250;WOW Topkapi Palace;AYT;4;5;5;4;4;5;5;9;0;0;1;6;2;0;0;5;8;7;6;1;9;47;4
1.725;Tryp Port Cambrils;SAL;4;4;4;4;4;4;4;35;1;0;0;25;8;3;0;11;27;25;11;10;36;107;4
161.177;Palace Gastein;AAZ;3;3;4;5;5;0;4;1;0;0;0;0;1;0;0;0;0;1;0;0;1;2;4
182.683;NH Prague;PRG;5;5;5;4;3;0;4;1;0;0;0;0;0;1;0;1;1;1;1;0;1;33;4
119.816;Suites Hotel Knowsley;LPL;5;5;5;5;5;5;5;0;1;0;0;0;1;0;0;0;1;1;1;0;1;12;5
6.615;The Grosvenor;LON;3;3;4;4;4;4;3;35;4;13;14;22;8;7;1;21;30;12;15;22;52;228;4
106.203;Days Hounslow;LON;4;4;4;4;4;5;4;5;2;3;6;1;1;1;1;6;6;3;5;5;10;66;4
25.545;Blackbird;IST;2;3;3;3;3;4;3;4;0;0;1;1;0;2;0;2;2;1;2;0;4;26;3
124.144;Mainalon Resort;PEL;3;5;5;5;4;0;3;1;0;0;0;0;1;0;0;1;1;1;1;0;1;2;4
94.164;Dabarca Hotel Apartamentos;VGO;4;4;4;4;4;5;4;3;0;1;0;4;0;0;0;1;3;2;1;1;4;17;4
