hotelSequence;hotelName;destinationCode;averageRoom;averageFacilities;averageClean;averageFood;averagePersonal;averageCheckin;averageQuality;travelmodePleasure;travelmodeFriends;travelmodeBusiness;companionAlone;companionPartner;companionFamily;companionFriends;companionColleagues;recomendationIndividuals;recomendationCouples;recomendationFamilies;recomendationGroups;recomendationBusiness;numberReviews;mailsEnviados;mediumValue
134.657;Villadoris;FAO;4;4;3;0;3;0;4;1;0;0;0;1;0;0;0;0;1;1;0;0;1;6;4
202.480;Rema;HLK;4;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;5
3.110;Parador de Leon. San Marcos;LEO;4;4;4;5;4;4;4;63;3;1;0;42;17;8;0;33;57;42;34;14;67;181;4
311;Voranova;PMI;3;3;3;3;4;4;4;22;0;0;0;7;7;5;3;6;8;6;15;1;22;76;3
18.618;Sighientu Village;SSR;3;3;3;3;2;3;3;6;0;0;0;5;1;0;0;0;2;3;1;2;6;26;3
141.101;Adria Apartments;ZAD;4;4;5;0;5;0;5;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;5
61.481;Safari Court Hotel ;ERS;4;4;4;3;4;4;4;5;0;1;2;4;0;0;0;1;3;4;3;3;6;23;4
93.902;The Montery;CIS;4;4;5;5;5;5;5;2;1;1;0;3;1;0;0;3;4;3;1;0;4;9;4
90.618;Horizon Village & Resort Chiang Mai;CNX;5;4;4;3;4;0;3;1;0;0;0;0;1;0;0;0;1;1;1;1;1;2;4
173.467;Buenos Aires Grand Hotel;BUE;5;5;5;5;5;0;5;1;0;0;0;0;1;0;0;1;1;1;0;1;1;3;5
8.175;Monterrey;SLM;3;3;4;3;4;4;4;31;8;2;3;11;17;9;1;20;21;20;20;13;41;154;3
93.174;Eira do Mar;VGO;4;4;5;3;3;3;5;12;0;0;0;5;6;1;0;4;9;9;4;1;12;38;4
97.356;Axis Viana Business & Spa;NOR;5;4;5;4;4;4;4;11;0;0;0;10;0;1;0;4;10;5;4;3;11;24;4
118.414;Emily Suites;RNP;5;5;5;5;5;5;5;1;0;0;0;1;0;0;0;0;1;0;0;0;1;4;5
150.733;Aloft Bangkok - Sukhumvit 11;BKK;5;5;5;4;5;0;5;2;0;0;1;0;0;1;0;2;2;1;1;1;2;14;5
162;Dom Jose;FAO;4;4;4;4;4;0;4;14;1;0;4;8;2;1;0;9;15;5;2;4;15;117;4
110.738;Washington Opera;PAR;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;6;1
190.848;Hotel La Corona De Lipa;BTG;4;3;5;4;5;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;4
68.960;Median Geneve Aeroport;FVO;3;4;4;1;4;3;4;0;1;1;0;2;0;0;0;1;1;0;1;1;2;25;3
80.479;Plaza;ARA;5;5;5;4;5;5;4;12;1;0;0;9;4;0;0;6;13;9;2;1;13;20;5
89.316;Suites del Mar;ALC;5;4;4;4;4;4;4;10;1;0;0;8;2;0;1;1;11;3;1;2;11;35;4
143.150;Galaxy;KRK;5;5;5;5;5;0;5;10;0;0;0;3;2;5;0;8;10;5;8;6;10;49;5
172.532;Equarius;SIN;5;4;5;3;5;0;4;3;0;0;0;0;2;1;0;2;2;2;1;0;3;25;4
4.988;Fenix;SLM;3;2;4;4;4;0;3;3;0;0;0;3;0;0;0;3;3;3;3;0;3;32;3
213.036;Life;MAD;5;4;4;3;4;0;5;2;0;0;0;0;0;2;0;2;2;2;2;0;2;9;4
3.728;Denia Marriot la Sella Golf Resort and Spa;ALC;4;4;4;4;4;4;4;45;4;0;0;25;18;6;0;16;37;38;22;11;49;165;4
59.416;Casa de Goa;GOO;4;4;4;4;5;3;4;2;1;0;1;2;0;0;0;2;3;1;0;1;3;6;4
25.568;Krabi Tipa Resort;KBV;4;4;4;3;4;5;3;5;0;0;0;2;3;0;0;4;5;5;4;4;5;14;4
161.878;Le Pradey;PAR;5;5;5;0;5;0;5;1;0;0;0;1;0;0;0;1;1;0;0;0;1;5;5
37.280;Karadeniz Hotel;DLM;4;4;4;3;3;0;4;4;2;1;7;0;0;0;0;7;6;3;1;1;7;17;4
4.949;Jazz;BCN;5;5;5;4;4;5;4;23;1;2;2;19;3;2;0;20;24;12;11;9;26;68;5
51.433;Hampton Inn at the Falls;NI;3;4;3;3;4;0;3;4;0;0;0;0;2;2;0;1;2;2;2;0;4;8;3
123.277;Appart City Beziers;BZR;5;4;4;0;5;0;4;4;0;0;0;2;2;0;0;3;3;3;3;0;4;31;4
212.224;Marriott Century Center;ATL;3;3;3;3;4;0;3;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;3
47.831;Hampton Park;SAO;4;4;1;4;3;4;4;0;0;1;1;0;0;0;0;0;0;1;0;0;1;9;3
60.977;Movenpick Resort & Spa El Gouna;HRG;5;5;5;5;5;0;5;1;0;0;0;0;0;1;0;0;1;1;1;1;1;3;5
151.855;Mor Suite;ADB;3;2;1;0;2;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;1;3;2
195.320;Alba Marinara Hotel;RMI;1;1;1;1;3;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2
153.164;Side Altinkum;SID;4;3;4;3;2;0;4;1;0;0;0;0;0;1;0;1;1;1;1;0;1;7;3
14.208;Alta;TFS;4;4;4;3;4;4;4;14;3;0;0;5;6;6;0;8;12;11;6;0;17;69;4
8.176;Olympic Garden;LLM;4;4;4;4;5;5;4;3;0;0;0;0;3;0;0;1;1;2;1;1;3;8;4
93.663;Borgia;CVA;3;2;3;4;4;3;3;3;2;0;0;3;2;0;0;1;0;1;0;2;5;31;3
23.157;NH Amistad Murcia;MJV;4;4;4;4;4;4;4;13;6;4;5;10;5;3;0;15;17;16;12;9;23;83;4
48.150;Baltic Hotel Vana Wiru;TLL;4;4;4;3;4;4;4;6;0;0;0;1;2;3;0;3;2;1;2;1;6;28;4
83.417;Mykonos Blu, Grecotel Exclusive Resort;MKS;3;3;4;4;4;3;3;1;0;0;0;1;0;0;0;0;1;0;0;0;1;8;3
134.392;Duomo Hotel;LG;4;5;5;4;5;0;4;3;0;0;0;3;0;0;0;3;2;2;2;0;3;7;5
125.771;Africa;RHO;5;4;5;3;4;0;5;1;1;0;1;0;0;1;0;2;2;1;1;1;2;7;4
5.677;Corot;ROE;3;3;4;3;4;4;4;7;0;0;0;5;1;1;0;6;5;1;1;2;7;20;4
69.616;Changi Village;SIN;2;2;3;4;4;0;3;1;0;0;1;0;0;0;0;1;1;1;0;0;1;13;3
115.557;Wyndham Stuttgart Airport Messe;STR;5;5;5;0;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;8;5
53.719;De la Jatte;PAR;4;4;4;4;4;4;4;16;2;1;1;14;1;3;0;8;15;3;2;7;19;60;4
77.631;Don Hill;GOO;5;5;5;4;5;5;5;1;0;0;0;1;0;0;0;1;1;1;0;0;1;2;5
87.277;Relax Resorts;MBJ;5;5;5;5;5;4;5;1;0;0;1;0;0;0;0;1;1;1;1;1;1;3;5
128.413;L'Ermita;AND;4;4;4;4;5;0;4;7;0;0;3;3;1;0;0;4;6;4;1;0;7;12;4
125.533;Hacienda Minerva;ODB;4;4;5;5;5;0;5;6;0;0;0;5;1;0;0;3;6;3;5;0;6;15;4
61.863;Mandarin Oriental Jakarta;JAV;5;4;5;5;5;0;4;2;0;1;1;1;0;1;0;1;2;2;1;2;3;17;5
195.489;Cintra Heritage House;PEN;4;4;5;4;5;0;4;3;0;0;0;2;1;0;0;2;3;2;2;0;3;6;4
13.796;Rafaelhoteles Orense;MAD;4;4;4;4;4;4;4;27;13;5;2;25;6;9;3;18;34;15;10;15;45;188;4
101.833;Palacio de Mengibar;JEN;5;5;5;4;4;4;4;6;1;1;0;6;1;0;1;2;5;3;2;3;8;24;4
15.380;Iberostar Averroes;HMM;4;4;3;3;4;5;4;3;0;0;0;2;0;1;0;0;3;1;1;0;3;38;4
1.538;Kross Delta;PMI;4;4;4;4;4;4;4;61;7;5;10;45;12;6;0;25;48;46;33;13;73;263;4
15.490;Rosa Beach;MIR;4;4;4;4;4;4;5;5;4;0;2;5;1;1;0;5;7;5;4;2;9;39;4
125.333;Traders Hotel-Qaryat Al Beri;AUH;5;5;5;5;5;0;5;3;1;1;2;2;0;1;0;3;5;3;1;3;5;22;5
15.989;Juliani;MLA;4;4;4;4;5;5;4;4;0;0;1;3;0;0;0;4;4;2;0;2;4;9;4
112.117;Cosmopolitan;BCN;4;3;2;0;3;3;3;2;0;0;0;0;0;1;0;0;0;1;2;0;2;9;3
91.947;Revoli;LPA;4;4;4;5;4;4;4;3;0;0;0;2;1;0;0;0;1;2;0;0;3;6;4
154.191;Sheraton Davos Hotel Waldhuus;DAV;5;5;5;5;5;0;4;1;0;0;0;0;1;0;0;1;1;1;1;1;1;2;5
137.584;Kasbah Hotel Chergui;ERF;5;5;5;5;5;0;3;1;0;0;0;0;0;1;0;0;1;1;1;0;1;2;5
74.244;Georgetown City Hotel ;PEN;3;2;3;3;3;0;3;0;1;0;0;0;1;0;0;0;0;0;0;0;1;15;3
72.647;Railay Village Resort;KBV;5;5;5;3;4;4;4;2;0;0;0;2;0;0;0;1;2;1;0;0;2;8;4
120.251;Design Elephant;PRG;4;4;5;4;4;4;4;9;1;0;0;6;1;3;0;4;8;3;4;4;10;29;4
110.717;Jade Garden;PEK;5;5;5;5;5;0;5;1;0;0;0;0;1;0;0;1;1;1;0;0;1;3;5
147.827;Think Apartment London Bridge;LON;5;4;4;5;5;0;4;5;1;2;1;4;2;1;0;4;7;4;4;2;8;42;4
122.614;Blythswood Square;GLA;5;5;5;5;5;0;5;2;0;0;0;1;0;1;0;1;2;1;0;1;2;10;5
157.393;Omni Dallas Hotel;DFW;5;5;5;4;5;0;5;1;0;1;0;1;1;0;0;2;2;2;2;2;2;5;5
164.065;King Hotel;CNG;5;3;4;0;5;0;4;1;0;0;0;0;1;0;0;1;1;1;1;1;1;5;4
76.802;Quality Inn Horizon;MOR;5;5;0;5;5;0;5;0;1;0;0;0;1;0;0;1;1;1;1;1;1;1;5
147.816;The Square Hotel Boutique Hotel & Spa;KZN;5;5;5;5;5;0;5;2;0;0;1;1;0;0;0;2;2;1;2;1;2;24;5
167.988;Best Western Miami International Airport Hotel;MIA;4;4;4;4;4;0;4;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;4
91.602;Murmuri Barcelona;BCN;5;4;5;4;4;4;4;8;1;2;0;7;1;3;0;9;11;3;4;6;11;37;4
2.664;Voramar;PMI;5;4;5;4;5;5;5;1;0;0;0;1;0;0;0;0;1;0;0;1;1;15;5
121.697;La Casona de Calderon;SVQ;3;4;2;4;5;0;5;1;0;0;0;1;0;0;0;1;1;0;0;0;1;7;4
123.764;The Plaza Istanbul;IST;4;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;4;5
154.051;Colourful Manor Luxury Lodge;CPT;5;4;5;0;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;3;5
176.270;Vega Hotel;CND;4;5;5;4;5;0;3;1;0;0;0;0;1;0;0;1;1;1;1;0;1;3;4
157.416;Residence Les Hauts Plateaux;FR2;4;3;4;0;4;0;3;2;0;0;0;0;2;0;0;2;2;2;2;0;2;5;4
60.179;Zenit Valencia;VLC;4;4;5;4;4;5;4;25;1;2;9;14;4;0;1;24;22;13;12;14;28;87;4
85.662;American Hotel;NAP;5;5;5;4;5;5;5;3;1;0;0;1;2;1;0;3;4;4;3;3;4;9;5
74.760;Pinnacle Lumpinee;BKK;4;4;4;3;2;2;3;3;0;0;2;0;0;1;0;2;2;0;0;0;3;13;3
7.476;Sokos Vaakuna Rovaniemi;RVN;5;5;5;5;5;0;5;1;1;0;0;2;0;0;0;2;2;2;1;0;2;4;5
125.615;Cecilija Apartmani;SPU;5;4;5;0;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;6;5
107.491;Cultural Hotel ;SIN;3;3;3;1;3;0;3;1;0;1;1;1;0;0;0;1;0;0;0;0;2;3;3
172.873;Puma Cheltenham Park Hotel;CHL;4;4;4;4;5;0;4;8;3;1;2;6;2;2;0;3;8;2;2;2;12;69;4
15.709;Antares;SIC;4;4;4;3;4;4;4;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;4
80.014;Linda Vista Apart hotel;CFE;4;4;4;3;5;0;4;1;0;0;0;0;1;0;0;0;0;1;0;0;1;2;4
137.979;Julis Hotel;PRG;4;3;5;3;4;0;4;1;0;0;0;1;0;0;0;0;1;1;0;0;1;3;4
135.294;Winchester Mansions;CPT;5;5;5;5;5;0;5;2;0;0;0;2;0;0;0;1;2;1;2;1;2;14;5
58.138;Byzance;DOD;4;3;5;2;4;0;4;2;0;0;0;0;0;2;0;2;2;2;2;0;2;2;3
63.174;Beltran de Santa Cruz Boutique;HAV;4;3;4;3;4;4;4;11;0;1;2;9;0;1;0;7;10;4;3;0;12;58;4
77.200;Georgian Court Hotel Vancouver;VA;4;4;4;4;5;0;4;1;0;0;0;0;1;0;0;0;1;1;0;0;1;5;4
92.891;Hideaways at Palm Bay;ASD;5;5;5;3;4;0;5;2;0;0;0;1;1;0;0;0;2;2;2;0;2;3;4
162.416;Hangout @ Mt Emily;SIN;4;4;5;4;4;0;5;2;0;0;0;1;0;1;0;1;2;1;1;0;2;7;4
173.402;El Coloso Hotel;CAD;1;2;5;0;3;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;3;2
176.251;Amaris Thamrin City Hotel;JAV;4;3;5;4;4;0;5;1;0;0;0;0;1;0;0;1;1;0;0;0;1;6;4
165.027;Abacus;LG;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1
101.658;The Century Park;MNL;1;1;1;2;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;10;1
93.968;Gizem Apart;DLM;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;5;1
87.438;Baros Island Resort + Speedboat Transfer;MV;5;5;5;5;5;5;5;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;5
94.214;Mona Lisa Suite;MCO;5;5;5;4;4;3;5;6;0;0;0;2;3;1;0;3;5;4;1;2;6;18;5
103.094;Tutav Adalya Alara;AYT;4;4;4;4;4;5;5;3;0;0;1;2;0;0;0;3;3;3;3;1;3;8;4
15.531;Halomy Hotel;SSH;4;4;4;4;4;4;5;5;0;0;2;2;0;1;0;3;3;2;3;0;5;16;4
134.403;Crowne Plaza Blanchardstown;DUB;5;5;5;5;5;4;5;15;3;2;1;13;3;3;0;18;19;15;12;12;20;64;5
155.310;1 Lexham Gardens;LON;4;4;4;3;3;0;4;4;0;1;1;0;2;2;0;2;3;2;3;1;5;20;4
211;El Puerto;AGP;3;3;3;3;4;4;4;33;6;2;4;20;11;5;0;12;17;12;13;2;41;157;3
2.110;Abba Garden;BCN;4;4;4;3;4;0;4;5;2;2;2;4;3;0;0;5;6;4;2;5;9;44;4
117.042;Cyrnos;PAR;1;1;1;3;2;4;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;2
122.558;Premier Inn Manchester Airport Freight Terminal;MAC;5;5;5;3;5;0;5;2;0;2;1;2;1;0;0;4;4;4;1;3;4;33;5
3.648;Gran Hotel Sardinero;SDR;5;5;5;4;4;0;4;6;0;0;0;2;4;0;0;6;6;6;6;0;6;13;5
130.282;Whitsunday Apartments Hamilton Island;AU9;5;5;4;0;5;0;4;2;0;0;0;2;0;0;0;2;2;1;1;1;2;11;4
9.354;Foersterhof;BAD;5;5;4;5;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;5
13.907;Gavina d'Or;SAL;5;5;2;0;4;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;4
150.622;Toyoko Inn Yodoyabashi-Eki Minami;ITM;4;4;4;4;4;0;4;4;0;0;0;1;1;2;0;4;4;4;4;0;4;6;4
1.507;Riu Palace Bonanza Playa;PMI;4;4;5;4;5;5;4;16;2;0;4;10;4;0;0;8;16;6;5;6;18;95;4
13.772;Costa Mar;TFS;3;2;1;0;2;2;5;1;0;0;1;0;0;0;0;1;1;1;1;0;1;7;3
20.021;Euronapa;AG;4;3;3;3;3;2;4;2;0;0;0;1;0;1;0;1;1;0;0;0;2;9;3
437;Regina Gran Hotel;SAL;4;4;4;4;4;4;4;34;1;0;2;5;26;2;0;12;17;30;13;2;35;118;4
890;Navas;GRX;4;4;4;4;4;4;4;41;1;1;1;24;14;4;0;25;31;18;11;9;43;161;4
4.370;Lutecia;LIS;4;4;4;4;4;4;4;31;2;3;4;16;11;5;0;19;26;18;13;13;36;225;4
43.700;Gleddoch House Hotel;GLA;4;4;4;4;4;3;5;7;0;0;0;3;3;0;0;4;5;5;2;2;7;54;4
8.900;Holiday Inn Oxford Circus;LON;4;3;3;3;4;3;4;3;0;2;3;2;0;0;0;3;4;0;0;2;5;19;4
14.946;Sicania;CVA;4;4;4;4;4;5;4;13;0;0;1;7;5;0;0;6;9;9;5;2;13;32;4
33.806;Dusit Thani Pattaya;PYX;4;5;4;5;4;5;4;4;0;0;0;2;2;0;0;4;4;4;4;1;4;12;4
170.347;Christina Beach Hotel;ATE;5;5;5;4;5;0;5;2;0;0;0;2;0;0;0;1;2;2;2;0;2;7;5
95.493;Estella Apartments;CY;3;3;3;3;5;0;5;0;0;1;1;0;0;0;0;1;0;0;1;0;1;3;4
154.189;Schatzalp Snow & Mountain Resort;DAV;4;4;4;5;4;0;5;1;0;0;0;1;0;0;0;1;1;0;0;0;1;2;4
186.948;ORKA SUNLIFE RESORT & SPA;FET;4;4;3;4;2;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;3
110.135;Selini Suites;ATE;4;4;5;5;4;5;4;2;0;0;0;1;1;0;0;0;0;2;0;0;2;5;4
175.240;Rosewood Little Dix Bay;TOV;5;5;5;3;5;0;4;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;5
20.061;Club Mersin Beach;ADB;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1
82.828;Salvator;MUH;3;2;3;4;4;3;3;2;0;0;0;1;1;0;0;2;2;1;1;0;2;4;3
54.379;NH Museum Quarter;AMS;4;4;4;4;4;4;4;12;0;1;0;10;0;2;1;7;12;7;6;7;13;53;4
13.861;Innova Resort & Spa Belek;IZM;5;5;4;4;4;5;4;3;1;0;1;0;2;1;0;2;2;3;2;0;4;14;4
137.321;Acosta Centro;BJZ;4;4;4;4;3;0;4;4;1;0;0;3;0;2;0;3;3;3;3;2;5;31;4
36.761;Holiday Inn Express Chingford North Circular;LON;4;4;4;1;3;0;4;1;0;1;1;1;0;0;0;1;1;2;2;2;2;9;4
14.519;Nazar Hotel;ALK;4;4;5;4;4;5;5;7;0;0;1;3;1;2;0;6;7;7;5;0;7;27;5
9.055;Holiday Inn Garden Court  Lyon Villeurbanne;LYS;3;3;3;3;3;3;3;0;1;0;1;0;0;0;0;0;0;1;0;0;1;14;3
147.280;Hotel Iris - Terme Benessere;SAY;4;4;4;4;4;0;5;1;1;0;1;1;0;0;0;1;2;1;1;1;2;5;4
131.606;Iberotel Aqua Marine;HRG;5;5;5;5;5;0;5;2;0;0;0;0;1;1;0;2;2;2;1;0;2;9;5
140.544;Happy Days Byblos;HMM;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;4;1
70.051;Skeabost Country House;ISA;4;3;3;4;4;0;4;2;0;0;0;0;1;1;0;1;1;1;0;0;2;12;3
85.224;Confortel Bel Art;BCN;4;4;4;4;4;4;4;31;10;8;5;19;14;9;2;26;28;18;16;20;49;195;4
19.031;Relais Piazza San Marco;VCE;4;3;5;4;4;5;4;16;0;0;0;11;4;1;0;9;12;8;2;3;16;40;4
17.968;Maritim Park Hotel Riga;RIX;5;4;5;4;4;0;4;3;0;1;1;2;1;0;0;3;2;2;2;3;4;27;4
3.816;Eden Playa;PMI;4;4;4;4;4;3;3;8;1;0;0;1;8;0;0;1;2;8;1;1;9;30;4
18.832;Imbat;ADB;4;3;3;4;3;0;4;1;0;0;0;0;1;0;0;0;1;1;0;0;1;5;4
17.652;The Athenian Callirhoe Exclusive;ATH;4;5;4;4;5;4;5;10;0;0;1;3;3;3;0;5;7;7;5;3;10;35;4
164.898;The Runnymede on Thames;LON;4;4;5;4;4;0;4;1;0;0;0;1;0;0;0;1;1;1;1;1;1;2;4
153.462;Alpinresort Sport & Spa;AAZ;4;5;5;4;4;0;4;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;4
66.386;Blau Costa Verde All Inclusive;HOG;4;4;4;3;4;0;4;1;0;0;0;1;0;0;0;0;1;1;1;0;1;5;4
94.884;Comfort Inn O'Hare;ORD;5;5;5;5;5;5;5;1;0;0;1;0;0;0;0;1;1;0;0;1;1;2;5
99.273;Mercure Calais Centre;NFC;4;3;4;1;4;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2;3
94.853;Villa Weltemuhle Dresden;DRS;4;4;4;5;5;0;5;1;0;0;1;0;0;0;0;1;1;1;1;0;1;6;5
3.733;Font d'Argent;AND;4;4;5;4;4;4;4;12;1;0;0;5;6;2;0;4;11;11;4;1;13;35;4
6.786;Novotel Warszawa Centrum;WAW;4;4;4;4;4;4;4;16;3;2;3;8;2;6;1;13;11;10;10;12;21;107;4
19.756;The Old Palace Lodge;LON;5;4;4;0;4;4;5;1;0;0;0;1;0;0;0;1;1;1;1;1;1;4;4
140.817;Lavita Hotel Mitsis;RHO;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;5
56.814;Elite Hotel Arcadia;STO;4;4;5;4;5;5;4;13;2;1;0;11;0;5;0;8;14;7;3;6;16;53;4
122.959;Crown Regency Residences Cebu City;CEB;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1;1;1;0;1;2;1
17.597;Chopin Hotel Cracow Old Town;KRK;4;4;4;4;4;4;4;57;3;3;7;30;13;11;2;40;53;25;29;23;63;218;4
914;Tivoli Carvoeiro;FAO;4;4;4;4;4;4;4;57;4;1;3;38;16;5;0;17;49;44;19;11;62;178;4
18.035;Best Western Axel Opera;PAR;4;2;5;4;5;0;3;1;0;0;0;0;1;0;0;0;1;1;0;0;1;6;4
62.059;Apartmani Borik;ZAD;4;4;3;3;4;0;4;1;0;0;0;0;0;1;0;1;1;0;0;0;1;2;4
95.733;Cadillac;LAX;3;3;3;0;5;5;4;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;4
8.731;Gala;SDR;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;4;0
134.360;Kursaal Calafell;SAL;3;3;4;4;4;5;4;7;1;0;3;4;1;0;0;3;4;7;3;0;8;37;4
13.436;Holiday Inn Canyon de Chelly;CHN;5;5;5;4;4;0;5;2;0;0;0;1;0;1;0;1;2;2;2;0;2;4;4
129.810;De La Poste;XLS;3;4;4;3;3;0;3;4;0;0;0;2;0;2;0;3;3;3;3;0;4;10;3
161.874;Cerise Nancy;ENC;2;1;2;2;2;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;1;6;2
19.587;Hospederia Santillana;SDR;2;2;1;5;4;4;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;2;3
7.501;Semiramis Hotel;RAK;4;4;4;3;4;4;4;21;0;0;1;8;9;3;0;13;15;15;9;5;21;112;4
86.283;St Clair Arms;THU;4;3;4;5;4;4;4;2;1;0;0;1;2;0;0;3;3;1;1;1;3;8;4
116.393;Sheraton Soma Bay;HRG;5;5;5;4;5;0;5;2;0;0;1;1;0;0;0;2;2;2;2;2;2;7;5
179.287;Salus Terme Hotel;VIB;3;4;4;3;3;0;3;5;0;0;0;4;1;0;0;4;5;4;4;0;5;9;4
112.783;Apartamentos Golf y Mar;CVA;5;5;5;0;5;5;5;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;5
115.210;Staybridge Suites Liverpool;LPL;5;5;5;5;5;5;5;4;0;0;0;3;1;0;0;3;4;2;2;2;4;6;5
138.465;Doubletree by Hilton Istanbul Old Town;IST;4;5;4;4;5;0;4;1;0;0;0;1;0;0;0;1;1;0;0;1;1;7;4
111.293;The Legacy Rose And Crown;SLB;4;4;4;3;4;0;3;7;1;1;1;7;0;1;0;6;6;5;4;1;9;44;4
8.535;Sarga Sentirgalicia Apartmentos;SCQ;4;4;4;0;5;0;4;2;0;0;0;0;2;0;0;0;1;2;1;0;2;4;4
26.487;Europa;BOJ;4;4;4;3;4;4;5;4;0;0;2;1;0;1;0;3;4;3;2;0;4;19;4
143.436;Augusta;BOG;4;4;4;3;3;0;4;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;4
17.572;Mayflower;PAR;3;3;4;3;5;5;4;2;0;1;2;1;0;0;0;2;2;0;0;1;3;16;4
1.246;Jable Bermudas;ACE;4;3;4;3;4;4;4;11;0;0;0;6;2;3;0;5;9;9;6;0;11;33;4
7.066;Radisson SAS Bay Point Resort;MLA;4;4;4;5;5;5;4;17;0;3;3;9;3;4;1;10;13;13;9;9;20;93;4
70.660;Arturo Norte;MAD;4;4;4;3;4;4;4;22;7;2;4;23;2;2;0;17;23;11;8;15;31;106;4
146.062;Pierre Vacances La Manga;LMN;5;4;4;4;4;0;4;11;0;0;0;0;9;2;0;5;5;10;5;0;11;24;4
107.224;Borgo di Villa Castelletti;FLR;5;5;5;5;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;4;5
109.543;Regis Hotel & Spa;ATI;5;5;5;5;5;0;5;1;0;0;0;0;0;0;1;1;1;1;1;0;1;7;5
13.490;Hilton Singer Island Oceanfront Resort;PBI;5;3;5;0;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;9;5
111.360;Areca;ALC;5;5;5;4;5;5;4;10;1;0;0;9;1;1;0;6;9;6;4;2;11;46;5
195.862;Posada Real Fuerte de la Concepcion;SLM;5;4;5;5;5;0;4;4;0;0;0;3;1;0;0;2;4;2;2;0;4;7;5
156.015;Kusadasi Golf & Spa Resort;ADB;3;3;3;3;3;0;4;3;0;0;0;0;3;0;0;3;3;3;3;0;3;11;3
91.641;Palacio Dos Melos;CEN;5;5;5;5;5;5;5;4;0;0;0;2;0;2;0;3;4;1;1;0;4;11;5
5.484;Mision de los Angeles;MIG;3;3;3;3;3;5;4;5;0;0;0;2;3;0;0;0;3;2;0;0;5;14;3
14.336;M?venpick Hotel Essen;ESE;5;5;5;0;4;0;5;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;5
52.120;Four Seasons Hotel Vancouver;VA;4;4;3;4;5;0;4;3;0;0;1;1;1;0;0;3;3;3;2;0;3;6;4
73.184;Pimalai Resort & Spa;TH4;5;5;5;4;5;5;4;2;0;0;0;2;0;0;0;2;2;1;2;1;2;12;5
7.763;Aristos Puebla;PUE;3;3;3;4;3;5;3;2;0;1;0;1;1;1;0;2;1;2;0;1;3;9;3
114.497;Hacienda Zorita Wine Hotel & Spa;SLM;4;4;4;4;4;4;4;5;2;0;0;3;4;0;0;2;6;5;5;2;7;17;4
109.696;Yadis Morjane Tabarka;TAK;4;3;4;3;4;3;5;1;1;0;1;0;1;0;0;2;1;0;0;0;2;15;3
2.107;TRYP Madrid Chamart??? Hotel;MAD;5;5;4;4;4;5;4;8;3;1;3;7;0;1;1;9;11;7;7;3;12;83;4
111.216;Relais du Plessis;TUF;5;4;4;3;3;4;4;5;0;1;1;1;3;1;0;1;4;6;4;0;6;13;3
141.943;Raymond IV;TLS;4;3;4;4;4;0;3;2;1;0;0;3;0;0;0;1;2;1;0;1;3;11;4
151.188;Sunce;NUM;5;5;5;5;4;0;5;1;0;0;0;1;0;0;0;1;1;1;1;1;1;4;5
